comment,processed_data
recruitment processes particularly during and post COVID; HR temp to perm processes too much falls back on the EDs. lots more I can't think of right now.,"['recruitment', 'process', 'particularly', 'post', 'COVID', 'hr', 'temp', 'perm', 'process', 'fall', 'ed', 'lot', 'think', 'right']"
demands from corporate finance - no context or background and little info plus tight time frames; ,"['demand', 'corporate', 'finance', 'context', 'background', 'little', 'info', 'plus', 'tight', 'time', 'frame']"
over the top approval processes for small changes to policies; ,"['approval', 'process', 'small', 'change', 'policy']"
too time consuming under current processes. Delegations assume all levels in each branch/business unit - where there is no SO role the AO8 does  not have delegations and it all falls to the ED. very time consuming and not always necessary.,"['time', 'consume', 'current', 'process', 'delegation', 'assume', 'level', 'branch', 'business', 'unit', 'role', 'AO8', 'delegation', 'fall', 'ED', 'time', 'consume', 'necessary']"
Business continuity/Disaster recovery plans - worthless garbage that nobody would read in the event of a technical outage,"['business', 'continuity', 'Disaster', 'recovery', 'plan', 'worthless', 'garbage', 'read', 'event', 'technical', 'outage']"
"If you work in an environment where your leaders are competent and responsive, approvals can be obtained efficiently. If not, you spend ages explaining the details to your incompetent leader and then they dither for ages because they don't want to commit to anything.","['work', 'environment', 'leader', 'competent', 'responsive', 'approval', 'obtain', 'efficiently', 'spend', 'age', 'explain', 'detail', 'incompetent', 'leader', 'dither', 'age', 'don', 'want', 'commit']"
"Employ competent leaders that are focussed on getting a quality job done in an timely and ethical manner, as opposed to the current practice of promoting incompetent bureaucratic sycophants.","['employ', 'competent', 'leader', 'focusse', 'get', 'quality', 'job', 'timely', 'ethical', 'manner', 'oppose', 'current', 'practice', 'promote', 'incompetent', 'bureaucratic', 'sycophant']"
Excessive documentation requried for performance management;  ,"['excessive', 'documentation', 'requrie', 'performance', 'management']"
multiple layers of asset oversight;,"['multiple', 'layer', 'asset', 'oversight']"
"lack of clarity/mixed approvals for different communication channel publishing (Internet, Intranet, Sharepoint, DG newsletter, CS Newsletter);","['lack', 'clarity', 'mix', 'approval', 'different', 'communication', 'channel', 'publish', 'internet', 'Intranet', 'Sharepoint', 'DG', 'newsletter', 'CS', 'Newsletter']"
"not sure if the high number of DG and CS newsletters can be interpretted as red tape, but the messages are diluted as I can't keep up (add to that the spread of local area Teams pages)","['sure', 'high', 'number', 'DG', 'CS', 'newsletter', 'interprette', 'red', 'tape', 'message', 'dilute', 'add', 'spread', 'local', 'area', 'team', 'page']"
"Senior positions are having to defer their responsibilities given this existing layering, when role descriptions and their accepted level of seniority authorise an increase in decision making responsibilities.","['senior', 'position', 'have', 'defer', 'responsibility', 'give', 'exist', 'layering', 'role', 'description', 'accepted', 'level', 'seniority', 'authorise', 'increase', 'decision', 'make', 'responsibility']"
Simplified recruitment approvals,"['simplified', 'recruitment', 'approval']"
Delegate financial approvals to lower level positions. .,"['Delegate', 'financial', 'approval', 'low', 'level', 'position']"
Reduce the amount of newsletters being produced,"['reduce', 'newsletter', 'produce']"
Reduce the use of different commnication channels. ,"['reduce', 'use', 'different', 'commnication', 'channel']"
"So many great improvements over the last couple of years since the change of DDG CS, some more positive change to reduce paperwork and layering would make our jobs less obstructive and more enjoyable.","['great', 'improvement', 'couple', 'year', 'change', 'DDG', 'CS', 'positive', 'change', 'reduce', 'paperwork', 'layering', 'job', 'obstructive', 'enjoyable']"
"Digital Procurement Framework,","['Digital', 'Procurement', 'Framework']"
" Asset Disposal Process advice, Stocktake Process","['Asset', 'Disposal', 'Process', 'advice', 'Stocktake', 'process']"
The new 'Covid normal' requires many of our process to be automated or put into a digital space as many staff are now working from home or only work in an office sporadically. An example is the process for submission and approval of Ranger timesheets. This situation also applies to delegation approvals.,"['new', 'Covid', 'normal', 'require', 'process', 'automate', 'digital', 'space', 'staff', 'work', 'home', 'work', 'office', 'sporadically', 'example', 'process', 'submission', 'approval', 'Ranger', 'timesheet', 'situation', 'apply', 'delegation', 'approval']"
Admin officers Aurion timesheet submission and approvals.,"['admin', 'officer', 'Aurion', 'timesheet', 'submission', 'approval']"
Significant review of the Digital Procurement Framework and allow feedback from staff who have procurement experience.,"['significant', 'review', 'Digital', 'Procurement', 'Framework', 'allow', 'feedback', 'staff', 'procurement', 'experience']"
Micromanagement of HR,"['Micromanagement', 'HR']"
Micromanagement of porcurement. Restrictions mean unable to spend budget to progress projects.,"['micromanagement', 'porcurement', 'restriction', 'mean', 'unable', 'spend', 'budget', 'progress', 'project']"
Recruitment and contractor restrictions. Have budget but can't spend it.,"['recruitment', 'contractor', 'restriction', 'budget', 'spend']"
multiple approvals for the same process eg. HR and finance and management,"['multiple', 'approval', 'process', 'eg', 'HR', 'finance', 'management']"
It is stopping operational units doing their jobs and progressing projects. Fixation on major projects ignores the dozens of other important projects and programs ongoing across the department.,"['stop', 'operational', 'unit', 'job', 'progressing', 'project', 'fixation', 'major', 'project', 'ignore', 'dozen', 'important', 'project', 'program', 'ongoing', 'department']"
Overlapping and conflicting directives and policies,"['overlap', 'conflict', 'directive', 'policy']"
Over delegation,['delegation']
"Lack of clarity around who is authorised to approve what and allowing multiple approval options for all/most processes such as digital signatures, email approval and physical signature and some ITP processes.","['lack', 'clarity', 'authorise', 'approve', 'allow', 'multiple', 'approval', 'option', 'process', 'digital', 'signature', 'email', 'approval', 'physical', 'signature', 'ITP', 'process']"
Go Card registers,"['card', 'register']"
"Prior to COVID not many people used digital signatures, now there are multiple ways to sign a document, all equally valid.","['prior', 'COVID', 'people', 'digital', 'signature', 'multiple', 'way', 'sign', 'document', 'equally', 'valid']"
I suggested using a SharePoint list as a Go Card register but was told that we had to have a piece of paper with a physical signature. In most cases I could not read the signature and therefore did not know who had the card.,"['suggest', 'SharePoint', 'list', 'card', 'register', 'tell', 'piece', 'paper', 'physical', 'signature', 'case', 'read', 'signature', 'know', 'card']"
Reduce the number of steps required,"['reduce', 'number', 'step', 'require']"
"MECS is an extremely unnecessarily complex and ineffective system. There are so many departmental templates that achieve nothing, are ugly, and make things difficult for no gain, or at least no gain that’s been communicated. Documents communicate better when they are attractive, restrictions on templates make that impossible. It’s too difficult to find information on the intranet as the search function is pretty crummy. ","['MECS', 'extremely', 'unnecessarily', 'complex', 'ineffective', 'system', 'departmental', 'template', 'achieve', 'ugly', 'thing', 'difficult', 'gain', 'gain', 'communicate', 'document', 'communicate', 'well', 'attractive', 'restriction', 'template', 'impossible', 'difficult', 'find', 'information', 'intranet', 'search', 'function', 'pretty', 'crummy']"
Document templates and restrictive policies around their use. ,"['document', 'template', 'restrictive', 'policy', 'use']"
Trying to put information in an effective way for good communication in the templates provided is near impossible ,"['try', 'information', 'effective', 'way', 'good', 'communication', 'template', 'provide', 'near', 'impossible']"
"Use of online programs for work tracking. The system we use in science is pretty archaic and difficult to use. There are plenty of online trackers that are much easier to use, easier to read, look nicer and are probably, in truth, cheaper. ","['use', 'online', 'program', 'work', 'track', 'system', 'use', 'science', 'pretty', 'archaic', 'difficult', 'use', 'plenty', 'online', 'tracker', 'easy', 'use', 'easy', 'read', 'look', 'nice', 'probably', 'truth', 'cheap']"
Field Trip,"['field', 'trip']"
Short weekly field trip to Samford requires individual applications,"['short', 'weekly', 'field', 'trip', 'Samford', 'require', 'individual', 'application']"
"PERM & long-term TEMP recruitment processes (initiating, undertaking and gaining ""approval"") are required to progress through various levels of review to get to an outcome whch results in a long time to comlete (generaly 2-3 months). With the general notice period being 2 weeks for an outgoing staff member, this regularly leave gaps in teams for extended periods.","['perm', 'long', 'term', 'temp', 'recruitment', 'process', 'initiate', 'undertaking', 'gain', 'approval', 'require', 'progress', 'level', 'review', 'outcome', 'whch', 'result', 'long', 'time', 'comlete', 'generaly', '2', '3', 'month', 'general', 'notice', 'period', '2', 'week', 'outgoing', 'staff', 'member', 'regularly', 'leave', 'gap', 'team', 'extended', 'period']"
HR delegations,"['hr', 'delegation']"
To streamline process and minimise unnecessary paper and email traffic. Email fatigue is a real issue resulting from this.,"['streamline', 'process', 'minimise', 'unnecessary', 'paper', 'email', 'traffic', 'Email', 'fatigue', 'real', 'issue', 'result']"
"HR delegations could benefit from moving to the same approach as Financial delegations. Suitability of HR delegations would benefit from understanding the work environment and workforce that a position is responsible for. Eg, a Regional Director has a significantly larger workforce that they oversee as opposed to a Director of a Corporate team. Allowing a Regional Director more ability to exercise HR delegation (aproving PERM recruitment outcomes for example), would greaty assist with resolving resourcing issues (gaps) on the ground.","['hr', 'delegation', 'benefit', 'move', 'approach', 'financial', 'delegation', 'suitability', 'hr', 'delegation', 'benefit', 'understand', 'work', 'environment', 'workforce', 'position', 'responsible', 'Eg', 'Regional', 'Director', 'significantly', 'large', 'workforce', 'oversee', 'oppose', 'Director', 'corporate', 'team', 'allow', 'Regional', 'Director', 'ability', 'exercise', 'hr', 'delegation', 'aprove', 'PERM', 'recruitment', 'outcome', 'example', 'greaty', 'assist', 'resolve', 'resourcing', 'issue', 'gap', 'ground']"
"I appreciate the current (and ongoing) challenges with budget reductions (savings) and FTE caps. However, some minor changes to delegations to assist with creating more efficiencies and alleviating fatigue being felt across the workforce.","['appreciate', 'current', 'ongoing', 'challenge', 'budget', 'reduction', 'saving', 'fte', 'cap', 'minor', 'change', 'delegation', 'assist', 'create', 'efficiency', 'alleviate', 'fatigue', 'feel', 'workforce']"
Duplication of manual and system level processes for corporate card,"['duplication', 'manual', 'system', 'level', 'process', 'corporate', 'card']"
duplicated processes,"['duplicate', 'process']"
delegations not effectively used.,"['delegation', 'effectively']"
"publishing approval for reports, articles, factsheets, etc - now use a risk based approach","['publish', 'approval', 'report', 'article', 'factsheet', 'etc', 'use', 'risk', 'base', 'approach']"
"For corporate card approvals, use the system to generate end of financial year documentation","['corporate', 'card', 'approval', 'use', 'system', 'generate', 'end', 'financial', 'year', 'documentation']"
"simpler tools to use office365 to progress approvals, to replace emails. ","['simple', 'tool', 'use', 'office365', 'progress', 'approval', 'replace', 'email']"
Not enough staff on the ground to handle the admin side of day to day processess,"['staff', 'ground', 'handle', 'admin', 'day', 'day', 'processess']"
Asset disposal and register too complex,"['asset', 'disposal', 'register', 'complex']"
"I think procurement is getting easier, but coming off a low base","['think', 'procurement', 'get', 'easy', 'come', 'low', 'base']"
"EMP approvals, ","['emp', 'approval']"
"approval to issue compliance actions, approval to backfill, approval to travel, ","['approval', 'issue', 'compliance', 'action', 'approval', 'backfill', 'approval', 'travel']"
"an enormous amount of effort goes into briefing, duplicate briefing, follow up briefing, approvals for most things we do","['enormous', 'effort', 'go', 'briefing', 'duplicate', 'briefing', 'follow', 'briefing', 'approval', 'thing']"
"Minor procurement maximum $ limit should be increased from $10,000 to $50,000 to decrease the number of times we have to go through the lengthy procurment process as it currenlty stands","['minor', 'procurement', 'maximum', 'limit', 'increase', '10', '000', '50', '000', 'decrease', 'number', 'time', 'lengthy', 'procurment', 'process', 'currenlty', 'stand']"
to streamline process and create time efficiencies for staff,"['streamline', 'process', 'create', 'time', 'efficiency', 'staff']"
"The same level of detail is required for $10K projects and $100K projects, also the same level of approval is required for routine and non-routine field work.","['level', 'detail', 'require', '10', 'k', 'project', '100', 'K', 'project', 'level', 'approval', 'require', 'routine', 'non', 'routine', 'field', 'work']"
"significant delays in decision making for simple, non-contentious approvals + inequitable employment processes","['significant', 'delay', 'decision', 'making', 'simple', 'non', 'contentious', 'approval', 'inequitable', 'employment', 'process']"
Publication of reports processes are so slow that the data are often out of date even before they get approved to be posted (and they're non-contentious),"['publication', 'report', 'process', 'slow', 'datum', 'date', 'approve', 'post', 'non', 'contentious']"
Hard copy printouts of credit card receipts is duplication of the online database ,"['hard', 'copy', 'printout', 'credit', 'card', 'receipt', 'duplication', 'online', 'database']"
Wastes time for well paid employees that could be delivering more for the people of Queensland instead of wasting time and money on arduous internal reporting,"['waste', 'time', 'pay', 'employee', 'deliver', 'people', 'Queensland', 'instead', 'waste', 'time', 'money', 'arduous', 'internal', 'reporting']"
lose email and only use online chat platforms so engagement can happen immediately and not get lost in the swathe of emails bouncing back and forth with sometimes substantial delays,"['lose', 'email', 'use', 'online', 'chat', 'platform', 'engagement', 'happen', 'immediately', 'lose', 'swathe', 'email', 'bounce', 'forth', 'substantial', 'delay']"
duplication of reporting ,"['duplication', 'report']"
"Corporate card - approvals via email, then signing of hard copy receipts, then approval through online system.  Duplication and time wasting. ","['corporate', 'card', 'approval', 'email', 'sign', 'hard', 'copy', 'receipt', 'approval', 'online', 'system', 'duplication', 'time', 'waste']"
travel approval processes; delegations don't always seem to be enabled - higher levels of approval sought; too many forms; recent examples where an online process has reverted to a manual form process. ,"['travel', 'approval', 'process', 'delegation', 'don', 'enable', 'high', 'level', 'approval', 'seek', 'form', 'recent', 'example', 'online', 'process', 'revert', 'manual', 'form', 'process']"
"Many processes need to be automated - to reduce email approvals, paper approvals, then scanning and putting in to MECS and then having to track the approval, associated record keeping etc.  Too many steps and too much manual handling.  The proliferation of the multiple ways that people now wish to organise things through the different digital systems available to us is also an issue - it is a job in itself to check on all of the systems and stay on top of the communication and requests. ","['process', 'need', 'automate', 'reduce', 'email', 'approval', 'paper', 'approval', 'scan', 'put', 'MECS', 'have', 'track', 'approval', 'associate', 'record', 'keeping', 'etc', 'step', 'manual', 'handle', 'proliferation', 'multiple', 'way', 'people', 'wish', 'organise', 'thing', 'different', 'digital', 'system', 'available', 'issue', 'job', 'check', 'system', 'stay', 'communication', 'request']"
Recruitment/selection is getting easier. ,"['recruitment', 'selection', 'get', 'easy']"
The recent experience of everybody working from home due to COVID and the introduction of digital approvals and signatures has been very positive. Some of these processes need to stay. ,"['recent', 'experience', 'everybody', 'work', 'home', 'COVID', 'introduction', 'digital', 'approval', 'signature', 'positive', 'process', 'need', 'stay']"
"An example was a recent conversion of a base grade ranger from temp to permanent.  The ranger had merit listed on an open merit process but we still had to go through a drawn out process to assess if the person had met requirements to convert from temp to permanent as they had been employed for two years continuously in a temp role.  When advised that the person was merit listed and suitable for a vacancy anyway, we were advised that we still had to complete the conversion paperwork.  The end result was that it was not supported to convert the employee because a small part of their continuous employment had been in a level higher than base grade and therefore it did not meet criteria (this is ridiculous as the person had demonstrated ability at a higher level and surely we would want to encourage this and employ the person).  As a result and approximately 6 weeks later, the person was appointed using the merit list.  Something that had been advised earlier and ignored due to inflexibility in process and creating unnecessary delay and work.","['example', 'recent', 'conversion', 'base', 'grade', 'ranger', 'temp', 'permanent', 'ranger', 'merit', 'list', 'open', 'merit', 'process', 'draw', 'process', 'assess', 'person', 'meet', 'requirement', 'convert', 'temp', 'permanent', 'employ', 'year', 'continuously', 'temp', 'role', 'advise', 'person', 'merit', 'list', 'suitable', 'vacancy', 'advise', 'complete', 'conversion', 'paperwork', 'end', 'result', 'support', 'convert', 'employee', 'small', 'continuous', 'employment', 'level', 'high', 'base', 'grade', 'meet', 'criterion', 'ridiculous', 'person', 'demonstrate', 'ability', 'high', 'level', 'surely', 'want', 'encourage', 'employ', 'person', 'result', 'approximately', '6', 'week', 'later', 'person', 'appoint', 'merit', 'list', 'advise', 'early', 'ignore', 'inflexibility', 'process', 'create', 'unnecessary', 'delay', 'work']"
Because it is limiting the ability for staff to get work done and completely swamping directors and higher with work that should be delegated down.,"['limit', 'ability', 'staff', 'work', 'completely', 'swamp', 'director', 'high', 'work', 'delegate']"
MECS items going through 16 sets of hands,"['MECS', 'item', 'go', '16', 'set', 'hand']"
" compliance alerting, updated compliance alerting,","['compliance', 'alert', 'update', 'compliance', 'alerting']"
 ITP procurement,"['ITP', 'procurement']"
"duplicated leave calendars, duplicated registers of pretty much everything","['duplicate', 'leave', 'calendar', 'duplicate', 'register', 'pretty']"
travel approvals,"['travel', 'approval']"
"Automation of travel forms, ","['automation', 'travel', 'form']"
"Flexible work arrangement approvals (not for me, but i have wittenssed it), and SARAs applications (historically). It always seems odd to me that a position is delegated to make a decision regarding certain matters (eg: A08, or Director), but they have to excalate to the ED, who then has to seek permission from the DDG. ","['flexible', 'work', 'arrangement', 'approval', 'wittensse', 'SARAs', 'application', 'historically', 'odd', 'position', 'delegate', 'decision', 'certain', 'matter', 'eg', 'A08', 'Director', 'excalate', 'ED', 'seek', 'permission', 'DDG']"
" DDG approval in certain matters, when lower positions are delegated, appears inefficient. ","['DDG', 'approval', 'certain', 'matter', 'low', 'position', 'delegate', 'appear', 'inefficient']"
"its the application of the exisitng framework/s which i think frustrates people. Access to the various policies and procedures are readily available, so we expect they will be adhered to. However, in some circumstances they arent. I expect this is what frustrates people the most. ","['application', 'exisitng', 'framework', 'think', 'frustrate', 'people', 'access', 'policy', 'procedure', 'readily', 'available', 'expect', 'adhere', 'circumstance', 'not', 'expect', 'frustrate', 'people']"
I think the implementation of the processes needs to be audited first. ,"['think', 'implementation', 'process', 'need', 'audit']"
"Impliment an auditing program to ensure the procedures are being followed 100%. Where they aren't, determine why not, and amend the policy/s accordingly. ","['impliment', 'auditing', 'program', 'ensure', 'procedure', 'follow', '100', 'aren', 'determine', 'amend', 'policy', 'accordingly']"
Complex pest management drafts,"['complex', 'pest', 'management', 'draft']"
Reviewing pest management plans multiple times with excessive information presented,"['review', 'pest', 'management', 'plan', 'multiple', 'time', 'excessive', 'information', 'present']"
Clearer timeframes for Regional Director response expected back,"['clear', 'timeframe', 'Regional', 'Director', 'response', 'expect']"
 Rangers should be on TimeKeeper Aurion timesheeting,"['Rangers', 'TimeKeeper', 'Aurion', 'timesheete']"
Multiple instances of staff having to duplicate or review documents multiple times due to overcomplicated or unclear processes and stringent terminology required by RD. Staff are adapting but the approval process is becoming a blockage to on ground work and is not most efficient use of time.,"['multiple', 'instance', 'staff', 'have', 'duplicate', 'review', 'document', 'multiple', 'time', 'overcomplicated', 'unclear', 'process', 'stringent', 'terminology', 'require', 'RD', 'Staff', 'adapt', 'approval', 'process', 'blockage', 'ground', 'work', 'efficient', 'use', 'time']"
Some good automation in the finance space (eg. GPEVs),"['good', 'automation', 'finance', 'space', 'eg', 'gpev']"
Rangers onto TimeKeeper timesheets with ingrained rules to simplify,"['ranger', 'TimeKeeper', 'timesheet', 'ingrained', 'rule', 'simplify']"
"Unnecessary checks and approval points, inefficient use of time and resources","['unnecessary', 'check', 'approval', 'point', 'inefficient', 'use', 'time', 'resource']"
Management too scared to make a decision,"['management', 'scared', 'decision']"
Field work approvals,"['field', 'work', 'approval']"
Peer-reviewed publication; field work.,"['Peer', 'review', 'publication', 'field', 'work']"
"For publication, the internal review process is, in my experience, thorough enough. But then the manuscript has to sit with two or three levels of senior management for months, waiting on each of them to read it. When the manuscript finally comes back, there's only minor edits. It's a complete waste of time, and actually a disincentive to publish. If I could change one thing about my workplace it would be this ridiculous process.    In regard to field work, it isn't worth doing these days, such is the paperwork required.","['publication', 'internal', 'review', 'process', 'experience', 'thorough', 'manuscript', 'sit', 'level', 'senior', 'management', 'month', 'wait', 'read', 'manuscript', 'finally', 'come', 'minor', 'edit', 'complete', 'waste', 'time', 'actually', 'disincentive', 'publish', 'change', 'thing', 'workplace', 'ridiculous', 'process', 'regard', 'field', 'work', 'isn', 'worth', 'day', 'paperwork', 'require']"
"app based vehicle log books, ","['app', 'base', 'vehicle', 'log', 'book']"
reasonable practices for supervisors to manage Long term HR issues. The list is endless.,"['reasonable', 'practice', 'supervisor', 'manage', 'long', 'term', 'hr', 'issue', 'list', 'endless']"
Allow middle management to sign off on more for their staff.  For example field trip paperwork.  Reduce the amount of forms that need to be completed the share quantity of forms that must be filled out is mind boggling.  For example I fill out a trip request form that has details of where when who will be my contacts how I will be contacted etc etc.  Then I fill out the same stuff on a remote area travel form. ,"['allow', 'middle', 'management', 'sign', 'staff', 'example', 'field', 'trip', 'paperwork', 'reduce', 'form', 'need', 'complete', 'share', 'quantity', 'form', 'fill', 'mind', 'boggle', 'example', 'fill', 'trip', 'request', 'form', 'detail', 'contact', 'contact', 'etc', 'etc', 'fill', 'stuff', 'remote', 'area', 'travel', 'form']"
Legal services needing to be signed off by an ED (too high a delegation).   ,"['legal', 'service', 'need', 'sign', 'ED', 'high', 'delegation']"
Fortnightly HR reports are sent around and I cannot understand how reviewing them contributes to better management.,"['fortnightly', 'HR', 'report', 'send', 'understand', 'review', 'contribute', 'well', 'management']"
Automation of approval flows sounds good but you need to be able to get ready assistance when you need it.  This doesn't seem to be the case with the procurement system.  ,"['automation', 'approval', 'flow', 'sound', 'good', 'need', 'able', 'ready', 'assistance', 'need', 'doesn', 'case', 'procurement', 'system']"
Not really but I would suggest that the fortnightly workforce report can just be dumped.  Surely there is a way that QSS could identify outliers among HR data and recommend an agency investigate? ,"['suggest', 'fortnightly', 'workforce', 'report', 'dump', 'surely', 'way', 'QSS', 'identify', 'outlier', 'hr', 'datum', 'recommend', 'agency', 'investigate']"
Procurement processes and forms do not align and do not make sense without significant human interaction to understand the form. Local arrangements do not help,"['procurement', 'process', 'form', 'align', 'sense', 'significant', 'human', 'interaction', 'understand', 'form', 'local', 'arrangement', 'help']"
"Too much time is spent trying to understand the process, and too little information is provided with some forms of approvals","['time', 'spend', 'try', 'understand', 'process', 'little', 'information', 'provide', 'form', 'approval']"
Procurement processes are very time consuming for staff.,"['procurement', 'process', 'time', 'consume', 'staff']"
"No local delegations, just one set applied across a division","['local', 'delegation', 'set', 'apply', 'division']"
confusing and detailed forms required,"['confusing', 'detailed', 'form', 'require']"
Because it is confusing and time consuming to work through and try to understand. It encourages staff to avoid doing some important aspects of their work. ,"['confusing', 'time', 'consume', 'work', 'try', 'understand', 'encourage', 'staff', 'avoid', 'important', 'aspect', 'work']"
"please keep policies up to date - for example travel restrictions due to COVID are hampering field work, but are no longer necessary, based on Qld Health guidelines.","['policy', 'date', 'example', 'travel', 'restriction', 'COVID', 'hamper', 'field', 'work', 'long', 'necessary', 'base', 'Qld', 'Health', 'guideline']"
"alot / most depends on the risk adversity or knowledge of the ""approvers""","['alot', 'depend', 'risk', 'adversity', 'knowledge', 'approver']"
There seems to be an unnecessary level of bureaucracy at the branch level that duplicates existing divisional/departmental processes.,"['unnecessary', 'level', 'bureaucracy', 'branch', 'level', 'duplicate', 'exist', 'divisional', 'departmental', 'process']"
Working from home is now much simpler.,"['work', 'home', 'simple']"
A simple red tape reduction reporting system might be useful - enable staff to flag where red tape is generating inefficiency or impeding service delivery.,"['simple', 'red', 'tape', 'reduction', 'reporting', 'system', 'useful', 'enable', 'staff', 'flag', 'red', 'tape', 'generate', 'inefficiency', 'impede', 'service', 'delivery']"
Establishment Management Guidelines,"['Establishment', 'Management', 'Guidelines']"
O365 Approval workflow set up in Digital Products Program has streamlined various processes (e.g. estimation approval),"['O365', 'approval', 'workflow', 'set', 'Digital', 'Products', 'Program', 'streamline', 'process', 'estimation', 'approval']"
booking and changing accomodation for fieldwork,"['book', 'change', 'accomodation', 'fieldwork']"
Internal peer review for scientific journal publication when it is extensively externally peer reviewed,"['internal', 'peer', 'review', 'scientific', 'journal', 'publication', 'extensively', 'externally', 'peer', 'review']"
the slowness and inefficiency in booking accomdation and flight,"['slowness', 'inefficiency', 'book', 'accomdation', 'flight']"
costing staff time and the monetary costs could easily be reduced,"['cost', 'staff', 'time', 'monetary', 'cost', 'easily', 'reduce']"
too much change to IT systems intended to reduce staffing and for record keeping.  when used infrequently you can never navigate through the system - for example claiming an employee expense eGPV or TA claim on fraedom.  increasinly proffesional staff are picking up more administration tasks daily rather than undertaking core duties ,"['change', 'system', 'intend', 'reduce', 'staffing', 'record', 'keeping', 'infrequently', 'navigate', 'system', 'example', 'claim', 'employee', 'expense', 'egpv', 'ta', 'claim', 'fraedom', 'increasinly', 'proffesional', 'staff', 'pick', 'administration', 'task', 'daily', 'undertake', 'core', 'duty']"
"changes of legislation, governance of low risks activities (authorities), complying with all facets of the legislation associated with assessing applications for various authorities","['change', 'legislation', 'governance', 'low', 'risk', 'activity', 'authority', 'comply', 'facet', 'legislation', 'associate', 'assess', 'application', 'authority']"
provide more administration support for protected area manager professionals to reduce the administration burden of picking up more tasks as IT systems replace persons.   ,"['provide', 'administration', 'support', 'protect', 'area', 'manager', 'professional', 'reduce', 'administration', 'burden', 'pick', 'task', 'system', 'replace', 'person']"
It adds delays to getting a decision enacted.,"['add', 'delay', 'get', 'decision', 'enact']"
"travel for workshops, conferences, fieldwork, publishing papers ","['travel', 'workshop', 'conference', 'fieldwork', 'publishing', 'paper']"
Allow middle management to sign off on more for their staff.  For example media permissions,"['allow', 'middle', 'management', 'sign', 'staff', 'example', 'medium', 'permission']"
multi layers of internal review and approvals for publishing papers,"['multi', 'layer', 'internal', 'review', 'approval', 'publish', 'paper']"
publishing papers; travel,"['publishing', 'paper', 'travel']"
"not a clear process, too much to wade through","['clear', 'process', 'wade']"
reduce levels of approval and reduce level of approval to line manager,"['reduce', 'level', 'approval', 'reduce', 'level', 'approval', 'line', 'manager']"
"Authorising use of science based data, websites and systems for scientists.  The process to get approval is lengthy, has too many decision makers in the chain, and slows down researchers who need to move at a faster pace. ","['authorise', 'use', 'science', 'base', 'datum', 'website', 'system', 'scientist', 'process', 'approval', 'lengthy', 'decision', 'maker', 'chain', 'slow', 'researcher', 'need', 'fast', 'pace']"
"Staff frustration is high, and they end up bypassing internal systems and doing work on public cloud or home systems just to avoid unnecessary restrictions. ","['staff', 'frustration', 'high', 'end', 'bypass', 'internal', 'system', 'work', 'public', 'cloud', 'home', 'system', 'avoid', 'unnecessary', 'restriction']"
"To get my vendor number, which was needed to submit a skin check claim, took 30 steps, numerous emails, multiple staff contacts and nobody seemed to understand the process.","['vendor', 'number', 'need', 'submit', 'skin', 'check', 'claim', 'take', '30', 'step', 'numerous', 'email', 'multiple', 'staff', 'contact', 'understand', 'process']"
Design systems for the user not the administrator.,"['design', 'system', 'user', 'administrator']"
Approvals for getting contractor resources on board; weekly reporting; unable to access IT procurement resources.,"['approval', 'get', 'contractor', 'resource', 'board', 'weekly', 'reporting', 'unable', 'access', 'procurement', 'resource']"
"Often if people aren't sure on the approval process, the default is then for highest-level approval, which slows things down.","['people', 'aren', 'sure', 'approval', 'process', 'default', 'high', 'level', 'approval', 'slow', 'thing']"
Provide suitable IT procurement resources. ,"['provide', 'suitable', 'procurement', 'resource']"
"For whole-of-division reporting/ admin, allow the central point to contact the business group admins directly.","['division', 'report', 'admin', 'allow', 'central', 'point', 'contact', 'business', 'group', 'admin', 'directly']"
 Improve HR SharePoints.,"['improve', 'HR', 'SharePoints']"
"Nearly all databases can export a file in the correct format to go into SAP.  Provided there are approved internal approvals, why can we not simply upload into SAP without having to go through the GPRV system.  The same piece of data is entered up to 3 times in some form or another but it is already digital.","['nearly', 'database', 'export', 'file', 'correct', 'format', 'SAP', 'provide', 'approve', 'internal', 'approval', 'simply', 'upload', 'SAP', 'have', 'GPRV', 'system', 'piece', 'datum', 'enter', '3', 'time', 'form', 'digital']"
Forms have approver's names with protected electronic signatures. Why is there a requirement for the person who digitally signs the document to also meail that they approve. It is redundant.,"['form', 'approver', 'name', 'protect', 'electronic', 'signature', 'requirement', 'person', 'digitally', 'sign', 'document', 'meail', 'approve', 'redundant']"
Repetition of data entry when the data is already digital.  Double/triple handling.,"['repetition', 'datum', 'entry', 'datum', 'digital', 'double', 'triple', 'handling']"
The introduction of the mass GPRV however there is still a manual component that can be improved on.,"['introduction', 'mass', 'GPRV', 'manual', 'component', 'improve']"
approvals of procurement where there are safety measures in place (digital signatures of financial delegates).  More intergration (couple with approved internal security processes) to speed up data going into SAP,"['approval', 'procurement', 'safety', 'measure', 'place', 'digital', 'signature', 'financial', 'delegate', 'intergration', 'couple', 'approve', 'internal', 'security', 'process', 'speed', 'datum', 'go', 'SAP']"
"Procurement processes are very heavy in this department comoared to other orgs, and lack of procurement officers to cope","['procurement', 'process', 'heavy', 'department', 'comoare', 'org', 'lack', 'procurement', 'officer', 'cope']"
